"conversationId","createdAt","id","inReplyToId","inReplyToUserId","inReplyToUsername","isConversationControlled","isPinned","isQuote","isReply","likeCount","quoteCount","replyCount","reply_to_user_results","retweetCount","retweeted_tweet","source","text","twitterUrl","url","viewCount"
"2050164570577314000","Fri May 01 10:44:58 +0000 2026","2050164570577314000",,,,"false","false",,"false","101","0","13",,"51",,"","Guys, ada satu angka yang keluar dari riset terbaru Celios yang menurut gue adalah salah satu fakta paling mengejutkan tentang Indonesia yang perlu lo dengar hari ini.

50 orang paling kaya di Indonesia kekayaannya setara dengan kekayaan 55 juta orang Indonesia.

Lima puluh orang. 
Lima puluh lima juta orang. 
Satu banding satu juta seratus.

Dan tahun sebelumnya angkanya ""baru"" satu banding satu juta 50 orang terkaya setara 50 juta orang. Artinya dalam satu tahun saja ketimpangan itu tidak menyempit. 
Tapi melebar.

Bima Yudhistira dari Celios yang menyampaikan data ini dan konteksnya sangat penting:

Pemerintah selalu membanggakan pertumbuhan ekonomi 5%. 
Dan Bima tidak membantah angka itu. 
Yang dia pertanyakan adalah kualitasnya.

Pertumbuhan 5% di mana 50 orang semakin kaya sementara 55 juta orang lainnya tidak merasakan dampak nyata dari pertumbuhan itu bukan pertumbuhan yang sehat. 

Itu adalah apa yang Bima sebut sebagai imaturizing growth pertumbuhan yang memiskinkan. 
Angkanya bagus di atas kertas tapi rakyatnya tidak menjadi lebih sejahtera secara proporsional.

Dan ada satu temuan Celios yang membuat angka pertumbuhan itu semakin tidak berarti: tax buoyancy Indonesia ternyata negatif minus 0,12. Artinya setiap 1% pertumbuhan ekonomi justru membuat penerimaan pajak turun bukan naik. 

Seharusnya ekonomi yang tumbuh menghasilkan lebih banyak pajak. 
Tapi di Indonesia justru sebaliknya. 
Semakin besar ekonominya semakin kecil penghasilan negara dari pajak.

Kenapa bisa begitu? 
Karena tax amnesty berkali-kali diberikan kepada mereka yang paling besar potensi pajaknya justru yang kelas atasnya. 
Elitnya dikasih gratis. 

Sementara kelas menengah yang tidak punya koneksi dan tidak bisa negosiasi pajak harus bayar penuh.
Tentang 50 orang itu dan ini yang paling perlu lo renungkan:

Kita sering bicara soal ketimpangan. 
Tapi angka satu banding satu juta seratus itu perlu divisualisasikan supaya lo benar-benar bisa merasakannya.

Bayangkan sebuah ruangan berisi 55 juta orang nyaris seluruh penduduk Jawa Barat. 
Total kekayaan mereka kalau digabungkan seluruhnya sama dengan kekayaan 50 orang yang bisa duduk di satu bangku panjang.

Itu bukan ketimpangan biasa. 
Itu adalah struktur ekonomi yang secara sistematis mengalirkan kekayaan ke atas dan membiarkan mayoritas rakyat berputar di tempat atau bahkan mundur.

Bima mengutip Marx bukan sebagai ideologi tapi sebagai analisis bahwa kondisi seperti ini adalah prekondisi menuju revolusi. 

Ketika jarak antara yang paling atas dan yang paling bawah terlampau tajam dan terus melebar stabilitas sosial menjadi sangat rapuh. 

Bukan karena yang bawah memberontak secara sadar tapi karena kelas menengah yang selama ini menjadi penyeimbang justru ikut turun ke bawah.
Kenapa kelas menengah yang paling berbahaya posisinya:

Bima menyoroti sesuatu yang sangat jarang dibicarakan. 
Dalam skema kebijakan yang ada sekarang pemerintah terlihat seperti hanya melihat dua kelompok: elite yang dirangkul supaya tidak oposisi dan kelas bawah yang diberi program seperti MBG supaya approval rate-nya terjaga.

Kelas menengah tidak masuk dalam skema itu. Tidak ada program yang secara spesifik dirancang untuk memperkuat kelas menengah. 

Tidak ada proteksi ketika daya beli mereka tergerus inflasi. Tidak ada jaring pengaman ketika pekerjaan mereka hilang.

Dan itu adalah bom waktu yang lebih berbahaya dari ketimpangan itu sendiri. 
Karena ketika kelas menengah habis tidak ada lagi penyangga antara elite dan kelas bawah. 

Ketimpangannya menjadi lebih ekstrem. Dan di titik itulah kondisi sosial menjadi paling tidak stabil.

Data yang menunjukkan MBG tidak menyasar yang seharusnya dan ini mengejutkan:

Celios melakukan riset selama satu tahun MBG beroperasi. 
Dan temuannya sangat bertentangan dengan narasi resmi pemerintah.

Pertama — semakin tinggi tingkat kemiskinan suatu daerah, semakin sedikit SPPG atau dapur MBG yang ada di sana. 
Artinya yang seharusnya menjadi prioritas utama daerah miskin dan terpencil justru paling sedikit mendapat akses program ini. 
Sebagian besar SPPG berkumpul di Jawa dan kota-kota besar.

Kedua — pembelian bahan baku MBG tidak dilakukan melalui petani lokal dan UMKM kecil seperti yang dijanjikan. 
Tapi melalui distributor besar dan pasar induk utama. 

Akibatnya petani-petani kecil yang seharusnya merasakan manfaat tidak merasakan kenaikan pendapatan. 
Kredit UMKM bahkan negatif pertumbuhannya. 
Sementara kredit korporasi naik 15% secara tahunan. Artinya yang menjalankan MBG adalah korporasi besar bukan UMKM.

Ketiga — karena MBG membeli dalam jumlah besar dari distributor utama, terjadi persaingan perebutan bahan baku dengan pedagang-pedagang kecil. Harga telur naik. Harga beras naik. 

Dan riset Celios menemukan bahwa daerah yang SPPG-nya banyak justru mengalami kenaikan inflasi bahan kebutuhan pokok yang lebih tinggi dari daerah lain. 

MBG yang seharusnya membantu masyarakat justru ikut mendorong harga naik untuk mereka yang tidak dapat MBG yaitu mayoritas kelas menengah bawah yang tidak bersekolah di sekolah negeri penerima program.

Keempat — ada pengeluaran dalam program MBG yang menurut Bima tidak relevan sama sekali dengan tujuan program. Kaos kaki. 

Motor listrik dengan alasan untuk menjangkau daerah terpencil, padahal riset Celios justru menunjukkan SPPG-nya tidak ada di daerah terpencil. 

Ini bukan ketidakefisienan kecil. Ini adalah penggunaan anggaran yang seharusnya sudah menarik perhatian KPK.

Kondisi APBN yang menurut Bima sangat mengkhawatirkan:

Dana darurat atau cadangan anggaran pemerintah yang dulunya mencapai Rp420 triliun di era Sri Mulyani dalam dua tahun di bawah Menkeu Purbaya tinggal Rp120 triliun.

Rp300 triliun hilang dalam dua tahun. Dan sebagian besar bukan karena dibelanjakan untuk sesuatu yang produktif tapi disalurkan ke kredit korporasi dan digunakan untuk berbagai program yang menurut data tidak menghasilkan dampak yang sebanding dengan biayanya.

Rp120 triliun terdengar besar. 
Tapi untuk ukuran negara dengan belanja bulanan Rp200 triliun itu hanya cukup untuk setengah bulan. Kurang dari 15 hari operasional negara.

Dan di tengah kondisi ini program MBG dengan anggaran Rp335 triliun per tahun tetap berjalan. Satu bulan belanja negara sama dengan satu tahun MBG. Bima menyebutnya dengan sangat lugas: dalam satu tahun MBG menghabiskan anggaran yang nilainya sama dengan seluruh belanja negara dalam satu bulan.

Masalah yang jauh lebih dalam dari sekadar angka — dan ini yang paling filosofis:

Bima menjelaskan sesuatu yang sangat mendasar tentang bagaimana Indonesia salah baca data ekonominya sendiri.

Pertumbuhan ekonomi 5% yang dibanggakan — sebagian kualitasnya dipertanyakan karena metodologi BPS. Ada satu kuartal di tahun 2025 di mana pembelian alat pertahanan impor dimasukkan sebagai investasi dalam perhitungan PDB. Impor senjata dari luar negeri dihitung sebagai investasi. Tidak ada standar statistik internasional yang membenarkan itu.

Garis kemiskinan Indonesia juga tidak pernah diperbarui secara bermakna untuk mencerminkan kondisi daya beli yang sebenarnya. 

Hasilnya: banyak orang yang secara substansi sudah miskin tidak terhitung sebagai miskin dalam data resmi. 

Program perlindungan sosial tidak menjangkau mereka. Dan pemerintah bisa mengklaim angka kemiskinan rendah sambil membiarkan daya beli kelas menengah hancur.

Tentang independensi Bank Indonesia yang dipertanyakan:

Bima juga menyinggung sesuatu yang menurut gue perlu mendapat perhatian lebih: posisi Thomas Djiwandono keponakan Prabowo yang ditempatkan sebagai Deputi Gubernur BI. Ini bukan soal apakah Thomas kompeten atau tidak. Tapi soal sinyal yang dikirimkan kepada pasar dan investor tentang independensi bank sentral Indonesia.

Bank sentral yang independen adalah fondasi kepercayaan terhadap mata uang dan sistem keuangan sebuah negara. Ketika bank sentral dianggap tidak lagi independen investor asing mempertimbangkan ulang posisinya. Modal bisa keluar. Dan tekanan terhadap rupiah yang sudah berat bisa semakin dalam.

Apa yang seharusnya dilakukan dan Bima punya jawabannya:

Kalau Bima ditunjuk jadi Menko Ekonomi hari ini dengan hanya Rp120 triliun di kas langkah pertamanya sangat jelas dan sangat berani: batalkan MBG, batalkan Kopdes Merah Putih, kembalikan semua aset yang sudah dibeli untuk program-program itu, dan minta KPK menyelidiki seluruh pengadaan dari IKN, Kopdes, sampai MBG.

Bukan karena anti program sosial. 
Tapi karena uangnya tidak ada lagi untuk membiayai program yang terbukti tidak tepat sasaran dan penuh kebocoran sementara kebutuhan yang lebih mendasar tidak terpenuhi.

Setelah itu fokus pada hal-hal yang langsung menyentuh rakyat: subsidi transportasi publik, elektrifikasi kendaraan umum bukan kendaraan pribadi, benahi PLN dan Pertamina, dan dorong industrialisasi yang benar-benar mengolah sumber daya alam Indonesia dari hulu sampai hilir dalam negeri bukan hanya ekspor bahan mentah dan impor produk jadi.

Dan satu prasyarat yang paling fundamental: presidennya harus mau mendengar. Karena sebagus apapun kebijakan ekonomi yang dirancang kalau presidennya bilang tidak mau tahu yang penting jalan tidak ada yang bisa dilakukan. Dan dalam kondisi itu Bima bilang dia akan mundur dalam 24 jam.

50 orang paling kaya menguasai kekayaan yang setara dengan 55 juta orang Indonesia. Dana darurat negara tinggal setengah bulan. Program seharga Rp335 triliun tidak menyasar yang seharusnya. 

Inflasi justru terdorong oleh program yang diklaim anti-inflasi. Dan independensi lembaga-lembaga kunci semakin dipertanyakan.

Ini bukan narasi pesimisme. Ini adalah data yang menurut Celios siap dibuka metodologinya dan diuji secara akademis oleh siapapun yang mau berdebat secara substantif.

Yang berbahaya bukan mengetahui data ini. Yang berbahaya adalah tidak mengetahuinya dan kemudian kaget ketika dampaknya sudah sampai di depan pintu rumah kita masing-masing dalam bentuk harga BBM yang tiba-tiba melonjak, subsidi yang tiba-tiba dicabut, dan daya beli yang semakin hari semakin tergerus tanpa ada jaring pengaman yang siap menangkap.

⚠️ Disclaimer: Berdasarkan podcast CEMAS dengan Bima Yudhistira, Direktur Eksekutif Celios, yang tayang 24 April 2026. Data dan analisis adalah pandangan Celios sebagai lembaga riset independen. Pemerintah memiliki hak untuk merespons dan memberikan data pembanding. Ini adalah analisis kritis berbasis riset — bukan tuduhan hukum.","https://twitter.com/LambeSahamjja/status/2050164570577314000","https://x.com/LambeSahamjja/status/2050164570577314000","5189"
"2049716242874077492","Fri May 01 10:44:33 +0000 2026","2050164465237393566","2050093037506977990",,,"false","false",,"true","0","0","2",,"0",,"","@tv_inn47694 @menuembegejelek Klo bukan buzzer apa dong? Ada yg kasih fakta malah disebut kaum sakit hati ada yang ngeritik gak terima ya fakta lah. Coba jelaskan motor listrik, kaos kaki MBG untuk apa?","https://twitter.com/wancuy19/status/2050164465237393566","https://x.com/wancuy19/status/2050164465237393566","34"
"2050135217869054236","Fri May 01 08:48:20 +0000 2026","2050135217869054236",,,,"false","false","true","false","0","0","0",,"0",,"","MBG itu proyek korupsi, memang di dunia lolos hukuman, tapi lihat saja kelak hasilnya, ini jelas kok program korupsi, MBG kok malah beli motor listrik dengan mark up pulak, belum KKN-nya kelen gak takut azab Allah?","https://twitter.com/xineibn/status/2050135217869054236","https://x.com/xineibn/status/2050135217869054236","105"
"2049775768293802188","Fri May 01 05:44:08 +0000 2026","2050088862970700225","2049775768293802188",,,"false","false",,"true","0","0","0",,"0",,"","@tempodotco Yg turun ke rakyat brp persen....ke vendor mbg brp, ke vendor lain brp...motor listrik, gaji pegawai bgn, kaos kaki, motor listrik, seragam...6 jt per hari per dapur...cuan mbg per dapur brp....itu yg keliatan...yg ga dibahas","https://twitter.com/oerwinsantoso/status/2050088862970700225","https://x.com/oerwinsantoso/status/2050088862970700225","98"
"2049697209088913410","Fri May 01 00:27:56 +0000 2026","2050009288849199241","2049697209088913410",,,"false","false",,"true","0","0","0",,"0",,"","@SeputarTetangga Motor listrik MBG lah","https://twitter.com/normansihite/status/2050009288849199241","https://x.com/normansihite/status/2050009288849199241","11"
"2049775768293802188","Thu Apr 30 23:58:52 +0000 2026","2050001973748105639","2049775768293802188",,,"false","false",,"true","0","0","0",,"0",,"","@tempodotco Jawaban @prabowo sungguh aneh. Jika Rakyat yg dijadikan alasan agar MBG terus berjalan, apa alasan kaos kaki, motor listrik, mobil India, EO dll yg dibayar pakai uang seluruh Rakyat Indonesia? Apalagi Rp.6jt/hari insentif yg tetap dikasih ke SPPG walau dinonaktifkan sementara!","https://twitter.com/realrifat12/status/2050001973748105639","https://x.com/realrifat12/status/2050001973748105639","241"
"2049681059391128048","Thu Apr 30 14:48:36 +0000 2026","2049863495706198026","2049693539169452269",,,"false","false","true","true","0","0","0",,"0",,"","Ya Allah, mbg..mbg, banyak mudharatnya dari manfaatnya. Saat kepala bgn foya2 menghabiskan anggaran mbg yg rstusan triliun itu, untuk membeli motor listrik, gadget samsung, kaos kaki, sewa EO, buat website, sewa zoom dan beli digital print ....
 
https://t.co/QgBEWHu1qf","https://twitter.com/lucimaya123/status/2049863495706198026","https://x.com/lucimaya123/status/2049863495706198026","250"
"2049836170444746836","Thu Apr 30 13:00:01 +0000 2026","2049836170444746836",,,,"false","false","true","false","315","0","26",,"69",,"","Nasihat ""lebih baik masuk SMK dan langsung kerja daripada kuliah"" jelas ngawur. Alasannya, pengangguran lulusan SMK lebih tinggi dari pengangguran lulusan S1. 

Jeleknya banyak SMK di Indo ada 3 dimensi:

1. Apa yang diajarkan di SMK seringkali sudah ketinggalan zaman dan tidak nyambung dengan industri. Lah terus ngapain SMK

2. Penyaluran siswa SMK ke kerja sering lebih didominasi ordal-ordalan dan relasi pribadi antara manajemen SMK dan perusahaan, daripada kualitas yang dicetak SMK itu sendiri. Kalau kamu masuk SMK yang ordalnya lemah atau kalau terjadi pergantian ordal, habislah sudah, karena lulusannya nggak ngerti apa apa, karena masalah no. (1).

3. Lingkungan pertemanan yang on average kurang kondusif untuk pencetakan tenaga kerja terampil (geng motor, tawuran, alkohol, narkoba, dll). Semakin SMK-nya ada di kawasan marginal, semakin parah. 

4 (Bonus). Pemotongan besar-besaran anggaran SMK untuk membiayai MBG. 

Tidak seperti SMA, SMK tidak bisa hanya kelas saja. Ia butuh bengkel, mesin, praktek. 

Hal-hal ini adalah ""biaya non operasional"" yang di luar gaji guru, listrik gedung sekolah, dll. 

Menurut pemerintah yang hari ini berkuasa, biaya non operasional ini tidak penting sehingga harus dipotong. MBG lebih diprioritaskan. 

---

Akar masalahnya adalah ya karena SMK-nya jelek. Solusinya ya sangat jelas, SMK di Indonesia harus diperbaiki. Kalau ini butuh biaya, biayanya harus diturunkan. 

Tapi selama perbaikannya tidak dilakukan oleh pemerintah, selama gaji guru mengerikan, selama mismatch pendidikan dengan industrinya terus ada, ya masalah ini akan terus ada. 

At the end of the day, mau SMK bagus atau jelek, pabrik tetap butuh teknisi. Saat ini sih, dari sudut pandang pabrik, lebih baik pindah saja ke Vietnam yang lulusan SMK nya sangat bagus-bagus.","https://twitter.com/zhil_arf/status/2049836170444746836","https://x.com/zhil_arf/status/2049836170444746836","16381"
"2049812899263402424","Thu Apr 30 11:27:33 +0000 2026","2049812899263402424",,,,"false","false",,"false","0","0","0",,"0",,"","❗️🔥Anggota DPR Sidak Gudang Motor MBG🔥❗️
Motor  Listrik, .. APBN ?❓️ https://t.co/I5Hjvla7U3","https://twitter.com/NHenryp29864/status/2049812899263402424","https://x.com/NHenryp29864/status/2049812899263402424","715"
"2049673958526722481","Thu Apr 30 07:03:47 +0000 2026","2049746520476660054","2049673958526722481",,,"false","false",,"true","0","0","1",,"1",,"","@hrdbacot Akhirnya ""Bengkel motor listrik MBG"" yg belum dibangun itu, dapat ide baru: disampingnya Bengkel dibuatkan dapur MBG.

Sewa satu lahan untuk 2 bisinis baru sekaligus 😵‍💫","https://twitter.com/dodisegrovee/status/2049746520476660054","https://x.com/dodisegrovee/status/2049746520476660054","2333"
